Title,Cuisine,Category,Ingridients,Instructions,Image,Link,Ratings,Unnamed: 0,graph_ingredient
Potato and Mushroom Soup Recipe,Continental,appetizers,"['2 boiled,grated potato', '2 cloves crushed garlic', '1 dash butter', 'spice black pepper as required', '50 gm sliced mushroom', '2 cup veg stock', 'salt as required', '1 cup water', '1 teaspoon finely chopped celery']","Saute garlic in a dash of butter. Add grated potatoes, water and boil it till it becomes smooth.
Add the vegetable stock and sliced mushrooms. Boil for 5 to 7 minutes and add salt to taste and coarsely ground pepper.
Garnish with finely chopped celery and serve hot.",https://static.toiimg.com/thumb/54699708.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/potato-and-mushroom-soup/rs54699708.cms,4.5,6871.0,"potato, clove garlic, butter, spice black pepper, mushroom, veg stock, , , celery"
Potato Cheese Soup Recipe,Continental,appetizers,"['2 cup peeled,diced potato', '4 cup water', '1 1/2 tablespoon butter', '1/4 cup heavy cream', 'black pepper as required', '1/2 cup grated cheddar cheese', '1 1/2 cup sliced leek', '1/2 teaspoon dijon mustard', 'salt as required']","To make this delectable soup recipe, start by melting the butter in a large saucepan placed over medium heat.
Once melted, add leeks to the saucepan and cook it thoroughly. Stir occasionally.
Once done, add the potatoes and season the mixture with salt and pepper.
Next, add water and bring to a simmer.
Once the vegetables are tender, transfer 3/4th of the soup to a blender and blend it to form a smooth puree. Once done, pour the puree back to the saucepan and bring the soup to a simmer.
Next, add Dijon mustard along with cheddar cheese and stir continuously.
Once the soup obtains a smooth texture, add the heavy cream and bring to a simmer.
Once done, your Potato Cheese Soup is ready! Garnish with bread croutons and serve hot!",https://static.toiimg.com/thumb/59738882.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/potato-cheese-soup/rs59738882.cms,,1601.0,"potato, , butter, heavy cream, black pepper, cheddar cheese, leek, dijon mustard, "
Plum and Amaretto Crumble Recipe,American,desserts,"['800 gm halved plums', '85 gm caster sugar', '1 vanilla pod', '100 ml amaretto', '115 gm almonds', '155 gm rolled oats', '155 gm cubed butter', '60 gm caster sugar']","Put the pitted plums in a large saucepan. Split the vanilla pod in half lengthwise with a sharp knife and use the tip of the knife to scrape the seeds directly into the saucepan.
Add the vanilla pod, sugar and amaretto. Simmer the plums over gentle heat for about 5 minutes until softened.
Remove and discard the vanilla pod and transfer the fruit to the prepared baking dish.
To make the crumble topping put the ground almonds in a mixing bowl and rub in the chilled butter. Stir in the oats and sugar. Sprinkle the mixture over the plums and bake in the oven for 35-40 minutes, until the topping is golden brown and the plum juices are bubbling around the edges of the dish.
Serve warm or cold with cream. This crumble is best eaten on the day it is made but can be refrigerated for up to 2 days.",https://static.toiimg.com/thumb/55456155.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/plum-and-amaretto-crumble/rs55456155.cms,4.0,11036.0,"plum, caster sugar, vanilla pod, amaretto, almond, rolled oat, butter, caster sugar"
Pizza Dip Recipe,American,appetizers,"['1/2 cup pizza sauce', '2 tablespoon butter', '1 teaspoon Italian seasoning', '1 1/2 cup mozzarella', '250 gm cream cheese', '1 1/2 tablespoon capsicum (green pepper)', '60 gm pepperoni']","Firstly, place capsicum on a chopping board and finely chop, measure one and a half tablespoons. Next, take a bowl and add cream cheese in it along with Italian seasoning. Whisk well. (Note: If you do not have Italian seasoning at home, you can combine together oregano, dried thyme, dried parsley and dried basil.)
Now, take a pie pan and grease it with butter and spread the whisked cream cheese mixture. Then make a layer of half cup of grated mozzarella cheese on the pan followed by pizza sauce.
Next, make another layer of the remaining quantity of mozzarella cheese. Top up with finely chopped capsicum and pepperoni. Bake the dish at 350 degrees for 15-20 minutes and serve hot.",https://static.toiimg.com/thumb/58713475.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pizza-dip/rs58713475.cms,,2361.0,"pizza sauce, butter, italian seasoning, mozzarella, cream cheese, capsicum, pepper onion"
Pizza Dip Recipe,American,snacks,"['1/2 cup pizza sauce', '2 tablespoon butter', '1 teaspoon Italian seasoning', '1 1/2 cup mozzarella', '250 gm cream cheese', '1 1/2 tablespoon capsicum (green pepper)', '60 gm pepperoni']","Firstly, place capsicum on a chopping board and finely chop, measure one and a half tablespoons. Next, take a bowl and add cream cheese in it along with Italian seasoning. Whisk well. (Note: If you do not have Italian seasoning at home, you can combine together oregano, dried thyme, dried parsley and dried basil.)
Now, take a pie pan and grease it with butter and spread the whisked cream cheese mixture. Then make a layer of half cup of grated mozzarella cheese on the pan followed by pizza sauce.
Next, make another layer of the remaining quantity of mozzarella cheese. Top up with finely chopped capsicum and pepperoni. Bake the dish at 350 degrees for 15-20 minutes and serve hot.",https://static.toiimg.com/thumb/58713475.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pizza-dip/rs58713475.cms,,9768.0,"pizza sauce, butter, italian seasoning, mozzarella, cream cheese, capsicum, pepper onion"
Pistachio Ice Cream Recipe,Continental,desserts,"['1 cup shelled pistachios', '1 cup full cream milk', '1/2 teaspoon edible food color', '3/4 cup sugar', '3 egg', '1/2 teaspoon vanilla essence', '2 cup whipping cream']","To prepare this delicious ice cream, blend the pistachios and 1/4 cup of sugar together and make a powdered mixture.
Next, heat a pan over medium flame. Add the milk and pistachio mixture to it and bring them to a boil.
In a bowl, crack open the eggs and whisk them well. Then, add the remaining sugar and mix them properly. Add them to the milk and whisk again.
Pour this mixture in the pan again and cook it over a low flame. Keep stirring.
Transfer into another container and allow it to cool down completely. Once done, add the whipping cream, edible food colour, and vanilla essence and mix well.
Transfer the mixture to a freezer safe container and keep it in the freezer for 1 hour. Remove and stir and then put the container back in the freezer and repeat this process a few more times or until it is firmly set.
Once set, garnish with pistachios and serve.",https://static.toiimg.com/thumb/53502028.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pistachio-ice-cream/rs53502028.cms,,5840.0,"pistachio, cream milk, edible food color, sugar, egg, vanilla essence, whipping cream"
Pineapple Grilled Sandwich Recipe,Continental,snacks,"['1 large tomato', '3 slices pineapple', '2 tablespoon butter', '1 teaspoon honey', '3 burger buns', '50 gm cheddar cheese', 'black pepper as required', 'salt as required']","To start making this unique sandwich, start by slicing the burger buns from the middle and toast them in a toaster. Then, turn on the griller and while it heats, take a ziplock bag and put in the pineapple slices with honey, butter, pepper, and salt. Shake it up and let it marinate for a couple of minutes.
When the grill is hot enough, grease it with butter and place the marinated pineapple slices on them. Grill for 2-3 minutes or until the grill marks appear.
Now, take the lower part of the burger bun and grate the cheese on up of it. Then, line it with tomatoes and top it with a slice of the grilled pineapple. Finally, put the top half of the burger bun on it. Transfer the grilled pineapple sandwich to a serving plate and serve it hot. Pair it with your favourite dip and enjoy!",https://static.toiimg.com/thumb/60044398.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pineapple-grilled-sandwich/rs60044398.cms,,1483.0,"tomato, pineapple, butter, honey, burger bun, cheddar cheese, black pepper"
Pineapple Grilled Sandwich Recipe,Continental,appetizers,"['1 large tomato', '3 slices pineapple', '2 tablespoon butter', '1 teaspoon honey', '3 burger buns', '50 gm cheddar cheese', 'black pepper as required', 'salt as required']","To start making this unique sandwich, start by slicing the burger buns from the middle and toast them in a toaster. Then, turn on the griller and while it heats, take a ziplock bag and put in the pineapple slices with honey, butter, pepper, and salt. Shake it up and let it marinate for a couple of minutes.
When the grill is hot enough, grease it with butter and place the marinated pineapple slices on them. Grill for 2-3 minutes or until the grill marks appear.
Now, take the lower part of the burger bun and grate the cheese on up of it. Then, line it with tomatoes and top it with a slice of the grilled pineapple. Finally, put the top half of the burger bun on it. Transfer the grilled pineapple sandwich to a serving plate and serve it hot. Pair it with your favourite dip and enjoy!",https://static.toiimg.com/thumb/60044398.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pineapple-grilled-sandwich/rs60044398.cms,,2553.0,"tomato, pineapple, butter, honey, burger bun, cheddar cheese, black pepper"
Pineapple Grilled Sandwich Recipe,Continental,breakfast,"['1 large tomato', '3 slices pineapple', '2 tablespoon butter', '1 teaspoon honey', '3 burger buns', '50 gm cheddar cheese', 'black pepper as required', 'salt as required']","To start making this unique sandwich, start by slicing the burger buns from the middle and toast them in a toaster. Then, turn on the griller and while it heats, take a ziplock bag and put in the pineapple slices with honey, butter, pepper, and salt. Shake it up and let it marinate for a couple of minutes.
When the grill is hot enough, grease it with butter and place the marinated pineapple slices on them. Grill for 2-3 minutes or until the grill marks appear.
Now, take the lower part of the burger bun and grate the cheese on up of it. Then, line it with tomatoes and top it with a slice of the grilled pineapple. Finally, put the top half of the burger bun on it. Transfer the grilled pineapple sandwich to a serving plate and serve it hot. Pair it with your favourite dip and enjoy!",https://static.toiimg.com/thumb/60044398.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pineapple-grilled-sandwich/rs60044398.cms,,9750.0,"tomato, pineapple, butter, honey, burger bun, cheddar cheese, black pepper"
Pineapple Casserole Recipe,Continental,desserts,"['2 cup pineapple juice', '1/4 cup all purpose flour', '1 cup shredded cheese cubes', '1/2 cup butter', '2 cup crushed pineapple', '1/4 cup sugar', '30 wheat flour biscuits']","Combine all-purpose flour, cheese, crushed pineapple, sugar and pineapple juice in a large bowl. Now pour the mixture into a baking dish.
Crush the biscuits with a rolling pin and mix with melted butter. Add the biscuit crumbs on top of the pineapple and cheese mixture.
In a preheated oven, bake the pineapple mixture for 35-40 minutes or until golden. Your Pineapple Casserole is now ready to be served.",https://static.toiimg.com/thumb/83803942.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pineapple-casserole/rs83803942.cms,5.0,1934.0,"pineapple juice, flour, cheese, butter, pineapple, sugar, wheat flour biscuit"
Pesto Burger Recipe,American,snacks,"['500 gm chicken', '1/2 teaspoon salt', '4 slices mozzarella', '4 leaves lettuce loose-leaf', '4 handful burger buns', '1/2 teaspoon black pepper', '1/2 cup pesto sauce', '1/2 cup roasted red peppers']","Pound the chicken, season with salt and pepper and shape it into rounds. Fry them in hot oil until each side cooks really well.
Take a bun add the burger to it, along with a leaf, the cheese. Spread some pesto onto it.
Add it to the hot pan and simmer for a minute until the meat is reheated and the cheese gets melted.
Serve along with french fries and chips.",https://static.toiimg.com/thumb/54660979.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pesto-burger/rs54660979.cms,,1782.0,"chicken, mozzarella, leaf lettuce, burger bun, black pepper, pesto sauce, red pepper"
Peanuts Fudge Sundae Recipe,Continental,desserts,"['1/2 cup peanut butter', '3/4 tablespoon butter', '8 scoops vanilla ice-cream', 'chocolate sauce as required', '3 tablespoon roasted peanuts', '3/4 tablespoon corn syrup', 'whipped cream as required']","To start preparing this sweet recipe, take a medium mixing bowl and combine butter, peanut butter and corn syrup. Stir well until incorporated.
Now, take a dessert bowl and add one scoop of vanilla ice cream in it. Layer the ice cream with the peanut butter mixture and pour some chocolate sauce. Put another layer of vanilla ice cream and over it add some whipped cream. Sprinkle peanut bits on the sundae and enjoy the sweet dessert.",https://static.toiimg.com/thumb/59757949.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/peanuts-fudge-sundae/rs59757949.cms,,7574.0,"peanut butter, butter, vanilla icecream, chocolate sauce, peanut, corn syrup, whipped cream"
Peanut Cookie Recipe,Continental,snacks,"['100 gm roasted peanuts', '100 gm powdered sugar', '2 tablespoon milk', '1 teaspoon baking powder', '200 gm all purpose flour', '100 gm butter', '2 teaspoon chocolate powder']","To make this delicious snack recipe, begin with grinding peanuts into a coarse powder. Then in a bowl, mix the melted butter and sugar. Meanwhile, mix the chocolate powder with the milk in a cup. The chocolate milk is ready, put it aside for further usage.
Mix the chocolate milk into the butter and sugar mixture and blend them using a spatula. Next, add all purpose flour, peanut powder and baking soda in the bowl, blend them together until the mixture is smooth and fluffy.
Now, grease a tray with butter and take out a little cookie dough and roll it into 1-inch balls each, next flatten the balls and place on the greased tray or you can be creative and create some interesting shapes such as diamonds or hearts of the cookie batter. Next, allow some room for the cookies to spread in in between.
Now, set the oven on 200 degree Celsius. Keep the tray in the oven and bake the cookies for 15-20 minutes, until they turn brown. Once done, remove the cookies from oven and let them cool. Enjoy!",https://static.toiimg.com/thumb/59254439.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/peanut-cookie/rs59254439.cms,,2635.0,"peanut, sugar powder, milk, baking powder, flour, butter, chocolate powder"
Peanut Butter Pie Recipe,Continental,desserts,"['2 cup crushed chocolate chips', '1/2 cup sugar', '1/2 cup butter', '220 gm cream cheese', '1/2 cup sugar', '1 cup peanut butter', '1 tablespoon vanilla extract', '4 tablespoon whipped cream']","Place chocolate chips, butter and sugar in a bowl. Mix them together until the mixture resembles sticky wet sand.
Press the mixture evenly into a deep dish pie crust and refrigerate for 20 minutes.
Using an electric mixer, beat cream cheese and sugar until smooth. Blend in peanut butter and vanilla.
Spoon the mixture into the prepared pie crust and refrigerate for at least 4 hours.
Garnish with whipped cream and chocolate syrup, with a sprinkling of grated chocolate (optional). Keep refrigerated.
Serve.",https://static.toiimg.com/thumb/55596249.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/peanut-butter-pie/rs55596249.cms,,10503.0,"chocolate chip, sugar, butter, cream cheese, sugar, peanut butter, vanilla extract, whipped cream"
Panko Crusted Shrimps Recipe,Continental,appetizers,"['6 egg', '4 cup panko breadcrumbs', '2 cup virgin olive oil', '3 tablespoon seasoned flour', '6 tablespoon milk', '36 shrimps', '6 tablespoon parsley']","To begin with, take a bowl, combine eggs, milk, parsley and mix well. Next, take a baking dish and put seasoned flour in it. Take yet another bowl and add panko breadcrumbs in it.
Now, coat the shrimps in first in the flour, followed by dipping them in the egg-milk mixture and then cover them with panko breadcrumbs. Once done, place a pan on medium flame and heat virgin olive oil in it. Once heated enough, put the coated shrimps, in batches of 4, in the hot oil and fry them until they turn golden brown in color.
Take these out on a plate lined with absorbent paper and repeat the same procedure with the rest of the shrimps. Once done, transfer all of them to a dish and serve these hot along with a dip of your choice!",https://static.toiimg.com/thumb/60957672.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/panko-crusted-shrimps/rs60957672.cms,,268.0,"egg, panko breadcrumb, olive oil, seasoned flour, milk, shrimp, parsley"
Panko Crusted Shrimps Recipe,Continental,snacks,"['6 egg', '4 cup panko breadcrumbs', '2 cup virgin olive oil', '3 tablespoon seasoned flour', '6 tablespoon milk', '36 shrimps', '6 tablespoon parsley']","To begin with, take a bowl, combine eggs, milk, parsley and mix well. Next, take a baking dish and put seasoned flour in it. Take yet another bowl and add panko breadcrumbs in it.
Now, coat the shrimps in first in the flour, followed by dipping them in the egg-milk mixture and then cover them with panko breadcrumbs. Once done, place a pan on medium flame and heat virgin olive oil in it. Once heated enough, put the coated shrimps, in batches of 4, in the hot oil and fry them until they turn golden brown in color.
Take these out on a plate lined with absorbent paper and repeat the same procedure with the rest of the shrimps. Once done, transfer all of them to a dish and serve these hot along with a dip of your choice!",https://static.toiimg.com/thumb/60957672.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/panko-crusted-shrimps/rs60957672.cms,,6779.0,"egg, panko breadcrumb, olive oil, seasoned flour, milk, shrimp, parsley"
Pancake Cereal Recipe,American,breakfast,"['1 banana', '1 tablespoon powdered sugar', '1/2 cup milk', '1 Pinch salt', '1/2 cup all purpose flour', '1/2 teaspoon baking powder', '1 teaspoon refined oil', '1 egg']","In a bowl, mash the banana using the back of a spoon or a fork. In another bowl, break an egg and whisk well until it gets frothy. Combine the all-purpose flour with baking powder and salt in a large bowl. Then add the beaten egg mixture, sugar, oil, milk and add the mashed banana. Mix well to prepare a batter.
Now keep a non-stick tawa on medium flame. Pour drops of pancake batter into it. The pancake drops should be coin-shaped. Let them cook from one side and then flip. Make more such coin-sized pancakes. (Remember- Dont add oil to the tawa before adding the batter)
Add the pancake cereal to a bowl. Garnish with honey, blueberries, banana or any other fruit. Serve!",https://static.toiimg.com/thumb/85586897.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/pancake-cereal/rs85586897.cms,5.0,5855.0,"banana, sugar powder, milk, flour, baking powder, oil, egg"
Orange and Creme Caramel Recipe,Continental,desserts,"['1 1/4 cup caster sugar', '2 teaspoon Orange Zest', '330 ml heavy cream', '1 cup marmalade', '300 ml milk', '3 egg', '3 egg yolk', '1/4 cup water']","Preheat the oven to 160 degree Celsius. Place sugar in a medium saucepan with water. Stir over low flame without boiling until sugar has dissolved.
Increase the flame slightly and bring it to a boil. Cook without stirring for about 7 minutes or until mixture turns deep golden in colour. Use a wet pastry brush to brush away any crystals from the side of the pan.
Place 4 ramekins in a baking tray and pour the caramel over the base of each ramekin (take care as its hot). Set aside to cool completely.
Combine milk, cream and orange zest in a saucepan. Bring them to a boil, then immediately turn off the heat. Let it stand for 5 minutes.
Whisk extra sugar, eggs, marmalade (orange compote, if available) and yolks until combined. Pour milk mixture into egg mixture, stirring constantly.
Strain the custard into cake tin over the caramel and pour hot water around the tin to come halfway up the sides. Bake for about 40 minutes. Serve hot.",https://static.toiimg.com/thumb/53154242.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/orange-and-creme-caramel/rs53154242.cms,,6196.0,"caster sugar, orange zest, heavy cream, marmalade, milk, egg, egg yolk"
Orange Chocolate Mousse Recipe,Continental,desserts,"['250 gm dark chocolate', '2 egg', '1 teaspoon vanilla extract', '1 1/2 cup whipping cream', '2 orange', '3 tablespoon brown sugar', '2 teaspoon orange zest']","To prepare this easy recipe, roughly chop the dark chocolate. Next, peel the orange and grate the rind in a bowl. On the other hand, take out the juice of the oranges. Also, separate the egg yolk from egg white.
Next, using a double-boiler method melt the chopped chocolate in it. Once the chocolate starts melting, add orange rind, vanilla extract and orange juice in melted chocolate. Stir and mix all the ingredients till the chocolate mix is smooth. (Note: Make sure that the bowl does not touches the simmering water.)
Once done, remove the bowl from the flame and let it cool at room temperature for about 15-20 minutes. When the chocolate mix is cooled, add the egg yolks in it and stir well again.
Take a large bowl and add whipping cream in it and beat well using an electric beater till soft peaks form. Take the 3 quarters of the beaten whipping cream and fold it into the chocolate mixture. Place the bowl of remaining whipping cream in the refrigerator until required.
Then, add egg whites along with brown sugar in a bowl and beat them well till the mixture is creamy, glossy and thick. Now, add this in the chocolate mix as well and fold the mixture well. Take dessert serving glasses and add the chocolate mixture in it. Let the mousse set for 2-3 hours.
Once the mousse is set, take out the remaining beaten cream to top up the set mousse. Sprinkle a little orange zest on each mousse and serve immediately.",https://static.toiimg.com/thumb/56933582.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/orange-chocolate-mousse/rs56933582.cms,5.0,3047.0,"dark chocolate, egg, vanilla extract, whipping cream, orange, brown sugar, orange zest"
"Oats, Kodomillet and Mango Crinkle Cookies Recipe",American,snacks,"['1/2 cup oats', '3 tablespoon sugar', '1 pinch salt', '1 pureed mango', '2 tablespoon butter', '1/4 teaspoon baking powder', '1/4 teaspoon baking soda', '1/2 cup Kodo millet']","Dry roast oats and kodo millet slightly till nice aroma arises.
Make a little coarse powder of the mixture. Add butter, a pinch of salt, sugar, baking powder and baking soda. Mix well and add pureed mango pulp.
Mix everything well and refrigerate till oven preheats (10 minutes). Preheat the oven to 350 F(180 C). Make small equal sized balls (around 15 balls).
Bake at 350 F for 25 to 30 minutes.The bottom will become golden brown.
Let it cool a bit and then enjoy. Give little standing time after baking, so that the mango flavor infuses.",https://static.toiimg.com/thumb/53154055.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/oats-kodomillet-and-mango-crinkle-cookies/rs53154055.cms,4.2,7836.0,"oat, sugar, mango, butter, baking powder, baking soda, kodo millet"
Oats Biscuits Recipe,American,snacks,"['400 gm oats', '400 gm melted butter', '1/2 teaspoon baking soda', '1/2 cup golden syrup', '350 gm flour', '350 gm caster sugar', '1 teaspoon ginger powder']","For making this easy recipe, in a bowl beat the butter and sugar until light and fluffy. Add the golden syrup and 2 tablespoons of hot water. Beat well.
After combining well. Mix the remaining ingredients in another bowl and add to the butter/sugar bowl. Mix well until it has a soft dough consistency.
Grease a baking tray with butter and lined with parchment paper. Pinch small balls of the dough and flatten them slightly.
Place them on the baking tray and place it in a preheated oven at 180 degrees Celsius/320 degree Fahrenheit. Bake for around 15 to 20 minutes or until golden brown. Remove and cool on a wire rack before transferring to an airtight container. Enjoy as you want. (Tip: You can store them for a week in an air-tight jar for later use.)",https://static.toiimg.com/thumb/52728324.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/oats-biscuits/rs52728324.cms,,2684.0,"oat, butter, baking soda, golden syrup, flour, caster sugar, ginger powder"
No-Bake Cookies Recipe,American,snacks,"['1/2 cup cocoa powder', '1/2 cup milk', '3 teaspoon vanilla extract', '1 1/2 cup sugar', '1/3 cup peanut butter', '2 cup oats', '1/3 cup butter']","To start with, take a pan and add sugar and cocoa powder in it. Stir well.
Add milk and butter to the cocoa mixture and stir well. Place the pan over medium flame.
Boil the mixture while stirring for a minute or two. Remove the pan from the flame once boiled.
Put peanut butter and vanilla extract in the mixture. Stir well so that the peanut butter melts properly.
Add oats to the mixture and stir well. Immediately place the mixture on the cookie-sheet leaving enough space between them (to spread properly).
Finally, leave the spread to cool down in the refrigerator for quicker stiffening of the cookies. You may add nutella onto the cookies while serving to add taste .",https://static.toiimg.com/thumb/57449122.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/no-bake-cookies/rs57449122.cms,5.0,10770.0,"cocoa powder, milk, vanilla extract, sugar, peanut butter, oat, butter"
No-Bake Chocolate Cheesecake Recipe,American,desserts,"['100 gm chocolate cream biscuits', '1 cup cream cheese', '1/2 cup heavy cream', '1 teaspoon vanilla extract', '150 gm milk chocolate', '1/4 cup butter', '1/4 cup powdered sugar']","Add the biscuits to a ziplock bag and beat it with a rolling pin. Crush the biscuits properly till they turn into crumbs. Add the biscuit crumbs to a bowl and add melted butter to it. Mix well to form a thick mixture. Add this mixture to the tin and press down firmly to create a layer. Place the tin in the freezer.
Now add chopped chocolate to a bowl and microwave for a few seconds to melt it. To the same bowl, add cream cheese, sugar, vanilla extract and mix till the mixture turns smooth.
In a separate bowl, add heavy cream and whip it till stiff peaks are formed. Add the chocolate mixture to it and fold it gently to mix the ingredients to prepare a batter. Now pour this mixture on the bottom layer of biscuits we made earlier. Spread the mixture evenly.
Now place the tin in the freezer. Freeze for an hour or until the cheesecake is set. Once done, you can garnish the cheesecake with choco chips or crumbled cookies.
Cut the cheesecake into pieces and serve. Enjoy the no-cake chocolate cheesecake with your loved ones.",https://static.toiimg.com/thumb/85419985.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/no-bake-chocolate-cheesecake/rs85419985.cms,3.0,8469.0,"chocolate cream biscuit, cream cheese, heavy cream, vanilla extract, milk chocolate, butter, sugar powder"
No Bake Mango Cheesecake Recipe,Continental,desserts,"['1 cup mango puree', '150 gm fresh cream', '1 1/2 tablespoon agar agar', '2 cup graham cracker crust', '250 gm cream cheese', '3/4 cup sugar', '1/2 cup water', '100 gm melted unsalted butter']","To prepare this scrumptious recipe, take graham crackers and crumble it using a food processor. Add melted butter and pulse the mixture again until it comes together. Then take a springform pan lined with aluminum foil and press the buttered crackers mixture over it. Keep it in a refrigerator for a while until the mixture settles down.
Now, take a large mixing bowl and combine cream cheese, fresh cream and sugar into it. Whisk well until incorporated. Keep the cream cheese mixture aside.
Meanwhile, add agar-agar and mango puree to the hot water and stir till properly incorporated. Divide this mixture into 2 equal parts. The first part is to be kept aside for later use, while the other half of this mixture is to be poured over the cream cheese mixture. Stir well until nicely blended.
Now, pour the mango-cream cheese mixture over the graham crackers layer and refrigerate again for 15 to 20 minutes. Take the pan out and gently layer with the first half of the mango-agar mixture that was kept aside (Step 3). Make sure that the layers do not combine. Return the pan to the refrigerator and chill it overnight. The next day you will find that a delicious mango cheesecake has been formed. Enjoy.",https://static.toiimg.com/thumb/59578081.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/no-bake-mango-cheesecake/rs59578081.cms,5.0,8808.0,"mango puree, cream, agar agar, graham cracker crust, cream cheese, sugar, butter"
Mushroom Soup Recipe,American,appetizers,"['500 gm mushroom', 'salt as required', '1 1/3 cup fresh cream', '3 1/2 cloves garlic', 'black pepper as required', '1/2 cup flour', '80 gm butter', '4 1/4 cup chicken stock']","Mushroom soup is one of the most easiest appetizer recipes, which can be made in just a few minutes, without putting in much efforts. Not only is this soup recipe easy, but at the same time it is a much healthier alternative to the unhealthy appetizers.
Firstly, wash the mushrooms under running water and place them over a chopping board. Now, chop the mushrooms. In the meantime, crush the garlic cloves and place a saucepan over medium flame. Once the pan hot enough, add butter into the pan and let it melt. Then, add crushed garlic and mushrooms. Saute them for 5 minutes.
Next, add flour in the pan and stir the mixture for a minute. Now add chicken stock, salt and black pepper and stir. Cover the pan with a lid and cook for 10 minutes on low flame. Now blend the mixture in a blender and transfer the mixture into a large bowl. Mix fresh cream with it and serve!",https://static.toiimg.com/thumb/58610674.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mushroom-soup/rs58610674.cms,,732.0,"mushroom, cream, clove garlic, black pepper, flour, butter, chicken stock"
Mushroom Sandwich Recipe: How to Make Mushroom Sandwich Recipe | Homemade Mushroom Sandwich Recipe - Times Food,Continental,breakfast,"['600 gm boiled mushroom', '4 green chilli', 'black pepper as required', '4 tablespoon butter', '12 slices white bread', '1 cup cheese-cheddar', '2 tablespoon refined oil', 'salt as required']","Place a non-stick pan over medium flame and add 2 teaspoons of oil to it. Now, add the chopped mushrooms to the hot oil and saute for 8-10 minutes, until tender and mushrooms turn a bit dry. Once done, add chopped green chillies, salt and black pepper as per your taste. Toss the mixture and let it cook for some time. Once done, transfer the mushrooms in a bowl.
Now, spread 6 bread slices on a flat surface and stuff each of them with equal amounts of the mushroom mixture. Top this up with grated cheese and cover with the other slices. Now, place a pan over medium flame and add 1/2 tablespoon butter in it. Let it melt and then carefully add a sandwich to it. Fry the sandwich until it turns golden brown and once the cheese starts to melt, take it off the flame. Repeat this with the rest of the sandwiches. Serve these with a dip of your choice and enjoy!",https://static.toiimg.com/thumb/62707809.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/mushroom-sandwich/rs62707809.cms,5.0,4254.0,"mushroom, green chilli, black pepper, butter, white bread, cheese, oil"
Homemade Muesli Bars Recipe,Continental,snacks,"['2 cup rolled oats', '6 tablespoon honey', '1/2 cup coconut', '1 cup unsalted butter', '2 tablespoon brown sugar', '1/2 cup chopped hazelnuts', '1/2 cup sesame seeds']","To make these delicious bars, place a large pan over medium flame and add butter, brown sugar and honey into it. Stir until the butter melts completely and all the ingredients get combined.
Add the rolled oats, hazelnuts, coconut and sesame seeds in the butter-honey mixture. Mix them all well.
Line a parchment paper on a baking tray and pour the mixture into the tray. With the help of a ladle, even the mixture and place a plastic wrap over the tray.
Bake for about 15 to 20 minutes or till the top is brown in a preheated oven at 180 degree Celsius or 350 degree Fahrenheit. Remove and keep aside.
Once cooled, cut them into bars and store in an airtight container.",https://static.toiimg.com/thumb/52585052.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/homemade-muesli-bars/rs52585052.cms,,9153.0,"rolled oat, honey, coconut, butter, brown sugar, hazelnut, sesame seed"
